Attendance,Assignment_Score,Midterm_Score,Final_Score,Class_Participation,Behavioral_Score,Project_Score,Study_Hours_Per_Week,Extracurricular_Score,Performance_Level
0.5274034664069657,0.3974717597823166,0.5470709524166496,0.459184238839381,0.3547482743651861,0.8176616733541605,0.7011217186147023,0.13548413023165531,0.19152132205014816,Medium
0.5090949803242604,0.672694477592652,0.734904714334727,0.7956033390155548,0.7132035850050014,0.5982434834781056,0.6729741278366423,0.7350176552641197,0.5042634607930315,High
0.5100427059120604,0.5877669218204946,0.5338349759681384,0.6173584019166064,0.4078625103522396,0.6058729310262098,0.8520853632678884,0.9327234856740992,0.8656450363727319,Medium
0.5825453457757226,0.5431403283811899,0.8128893354131963,0.6382466272140073,0.908868887050813,0.5207486627549531,0.47948239380515595,0.2625178106146002,0.24134970383749987,Medium
0.7148538589793427,0.9298833419810906,0.5831691699017088,0.6697865237513047,0.9165519554132933,0.6610337675978648,0.7281493082758745,0.6111507074973666,0.0785362427927987,Medium
0.6591670111852694,0.3152763777428426,0.347847240216971,0.6360416610373995,0.4378297634250612,0.7798723306668375,0.7277485600785105,0.9239394678292376,0.3564047358496647,Medium
0.5747374841188252,0.7646527803229124,0.8486318897388749,0.5625712755032399,0.38399500317059243,0.9289674569986643,0.45368387368623236,0.13055138072721897,0.7476518245649778,Medium
0.7671117368334277,0.9743761039494852,0.5000308272148941,0.6473881997721193,0.529043177652985,0.8334637237293403,0.6507904513041481,0.7276782405221559,0.5506905446947946,Medium
0.4836963163912251,0.6921177284232893,0.6029368157194839,0.5994058658390206,0.392425268144119,0.7176981616998757,0.9119708791403212,0.3676141066352957,0.8167933695743474,Medium
0.5752867891211308,0.9557757234231643,0.7798107182553311,0.7745596909561894,0.7379070746333629,0.976560057197069,0.9136921731967962,0.9319565758388774,0.959592147609234,High
0.619817105976215,0.3365805155002166,0.5327193100040983,0.5829447657934008,0.8608517476386284,0.8596226002879159,0.4595425989518086,0.973952420648831,0.792662476751617,Medium
0.6736419905302216,0.5931553233519129,0.33960995930270094,0.5841703438078958,0.7384737047289736,0.965082601431275,0.4544325296486985,0.9498398402020906,0.6038030788437534,Medium
0.8711055768358081,0.4821104536734358,0.5617447329089695,0.6525475455300327,0.8594803577994796,0.7637939866360828,0.5576172862011612,0.5267927949917174,0.4933415880523805,Medium
0.5198042692950159,0.8115746754865107,0.9611140078860123,0.8821924265846275,0.5175937297659794,0.6294521373965698,0.9248596375323961,0.8758383858903821,0.04006908634826667,High
0.708540663048167,0.9869079633480726,0.7492140781089907,0.7633236960983633,0.32505357656708866,0.526413343182361,0.47734155104409937,0.8600944586815633,0.9843219788140413,High
0.7554487413172255,0.4795710437109735,0.7700354040670447,0.712384645874169,0.7903607579180738,0.8630424257419252,0.8319980815764678,0.38719042591893005,0.3834811225750425,High
0.42787024763199866,0.7579222210318521,0.7425975075463478,0.6123265836748847,0.4883796041132431,0.5606514990027671,0.46069937176786196,0.8460239267356096,0.1522282139168668,Medium
0.764526911140863,0.43866834293181806,0.43929449727160574,0.4372338037581073,0.7370166601833061,0.6513875641359836,0.7738827122486953,0.13330687124394336,0.6667088553964567,Medium
0.502314474212375,0.695731178200127,0.592833704871596,0.5737675528211481,0.4165151535854126,0.7662354539419487,0.6136403794714869,0.6366428906338477,0.28428828909545933,Medium
0.43903095579116774,0.6247527406818353,0.8256578588543226,0.5672023371227801,0.26498370784533815,0.7822082938898738,0.8733483777795202,0.30700795355893273,0.5857782709310476,Medium
0.9693313223519999,0.9804037307420759,0.3709610282872114,0.5547892514418005,0.9940654363902108,0.800291598493568,0.5402142692952182,0.20851019719955094,0.5867679078445912,Medium
0.9793792198447356,0.7259690908875265,0.4944969432627986,0.5738308166347837,0.32496120634447945,0.5831276651748503,0.7835210976339759,0.16925788146628823,0.44572982090286917,Medium
0.8850384088698766,0.5446544604607731,0.49342337592609753,0.6402032578540594,0.9907367951707848,0.6898687024108243,0.541409520745531,0.7266598982903257,0.8361186155450426,Medium
0.5827682615040224,0.37986704942155336,0.6024132493161541,0.5643093014951075,0.9818239460531579,0.8085971135584833,0.8281961698672923,0.4058874673912596,0.26496706155544303,Medium
0.45860326840383037,0.40587278011445416,0.9862581186595294,0.7512777174939596,0.8350544831264317,0.9849094323168923,0.9242068207364492,0.7522900943758853,0.44863259161773417,High
0.8105398159072941,0.45772185096586454,0.34725178267867535,0.3830099261578689,0.7275383696655982,0.8638155688498443,0.47608107947605605,0.15882070671904813,0.5376921285909715,Low
0.6640914962437607,0.47567666293820854,0.6630906960664165,0.5818348533915427,0.6622456402008678,0.9613018785469789,0.9199574131573021,0.38376130404754927,0.6636247207672996,Medium
0.47322294090686734,0.8954312404887965,0.42555527740854726,0.554785943060382,0.8928812363022678,0.8811060291570885,0.7561451526485787,0.5855421631378035,0.7839718505055895,Medium
0.6971061460667621,0.6928559517977675,0.9794735817868208,0.7915721574479211,0.4315516172955904,0.7958584844462002,0.4762662945202144,0.8116508483550672,0.39480728287825606,High
0.42063311266913106,0.6663736379620564,0.3793124533092249,0.44336413513723527,0.5741449699879017,0.5960116845681722,0.6565251132158272,0.38687725263886297,0.646046944096596,Medium
0.9455922412472693,0.3803382103084522,0.5825207016531138,0.6602451591670983,0.6955119754932015,0.8333428259462565,0.49651617609105875,0.6633022387933082,0.15061095306851913,Medium
0.5552679889600102,0.9020977853446044,0.8165194893842243,0.7572334877094934,0.5289523806955929,0.8116897829799535,0.8202087333199417,0.8973799734125684,0.9326481005424786,High
0.7975133706123891,0.8059700122459386,0.7931880996192117,0.8147859664495268,0.5419891632722145,0.8012345852286332,0.8553208806507697,0.6542768693640741,0.38305880642100354,High
0.5870266456536466,0.3473678533300011,0.5959100458257525,0.4260377631704269,0.46422773400166756,0.7448929339941204,0.4634779121636794,0.3096635272782704,0.7295214219764384,Medium
0.7120408127066865,0.795484568060838,0.5425669175669028,0.47405017917078407,0.6513854533476289,0.7643283019946379,0.7036839116167866,0.12196070340088422,0.020341081882177647,Medium
0.7280261676059678,0.6804767521398523,0.5783286649870094,0.8643001021209012,0.8804596224120929,0.667221263559052,0.8887750336155503,0.8830889865108369,0.205187142904807,High
0.5109126733153162,0.35720774202274475,0.4849933842110475,0.3516830693978624,0.3612227024050503,0.7596563463211516,0.9616978249305979,0.11914246976534842,0.487082544323578,Low
0.9817507766587351,0.6208104490700594,0.44373305709475985,0.6506407703927666,0.9475464310027533,0.5987779528392392,0.708110720045062,0.8872315054157794,0.8782524677323466,Medium
0.8650796940166687,0.6392874009910329,0.638127788291223,0.7270959800688201,0.7512701229985839,0.9025871986801883,0.9701675341668442,0.5760434206244908,0.5272551499506771,High
0.9636993649385135,0.416042178114293,0.4879736292473251,0.6165706981332859,0.8586185701440241,0.5928884773493539,0.721413382273618,0.9451609286616065,0.929870482293879,Medium
0.9368964102565893,0.9619887029001977,0.501223165428075,0.7160421353348144,0.6449525541040093,0.5424831449447332,0.6365142967599448,0.8189049121962988,0.48379689658279634,High
0.7587399872866512,0.8949827600364633,0.7597292444321899,0.9506046920496177,0.8236133611392509,0.7181230131785787,0.9089218771317373,0.9981406994800037,0.49044909673594994,High
0.9531245410138701,0.7683156361303758,0.9779761321899245,0.6818489776585712,0.21296031787157377,0.829153719753031,0.6957896262748535,0.41564063390653916,0.11974678850053189,Medium
0.4530955012311517,0.623606892700425,0.7225460403915624,0.5812823366840046,0.8547043398236283,0.7188584124667707,0.6831415063387138,0.7904694600380142,0.8026562441522198,Medium
0.5175897174514872,0.588235879109156,0.3538856269454764,0.3729918253420338,0.23211108726829321,0.6383770659756542,0.6941874936458969,0.46173782224831794,0.2469654124670625,Low
0.4271363733463229,0.7556814270056679,0.35290852969784686,0.5534034808604134,0.91193070109029,0.7790855919452204,0.9080710011218472,0.5318880582735179,0.8996124893723151,Medium
0.5951981984579586,0.6818023085848338,0.9659962545918961,0.8423828810208498,0.9935701977909146,0.6735011677061,0.8991649250128313,0.6647549168965331,0.9108242203303961,High
0.6332063738136893,0.34359117411731993,0.5081035532151335,0.5886528449030449,0.4352539697414223,0.9664338450633165,0.6421119954641268,0.8863094027677049,0.9433101118741497,Medium
0.5628094190643376,0.6587518541392321,0.3644468902577328,0.6349846196344395,0.3682548450286349,0.961322569801786,0.599979915922315,0.9856751222793656,0.52023048910309,Medium
0.8972425054911576,0.8644825320629876,0.719331211005267,0.8604093379269853,0.8122906910864327,0.7511859099860477,0.6951568144234777,0.7914460724780664,0.6770937847836443,High
0.6140519960161536,0.6214679143178706,0.7365541448031863,0.7084202169541978,0.4024210727362026,0.6639419970091293,0.7436635058422654,0.4759901039506004,0.7785158800616635,High
0.5685607058124285,0.3363696042879879,0.7539533740830817,0.5904939556194395,0.8924499065377629,0.8685662069783195,0.5430023263767982,0.4792213020493632,0.1310146186504656,Medium
0.7256176498949491,0.8503947395688232,0.4871814195002789,0.5344912889627377,0.2822740737259814,0.5183564717415333,0.8763730508293543,0.7638240714300023,0.6009571949974972,Medium
0.4845545349848576,0.44095464749518204,0.3105774789501325,0.3370220918835668,0.30076415710348664,0.7373845030218256,0.6918896594394537,0.3148994311914721,0.03429790130331167,Low
0.8813181884524238,0.4810345844216271,0.9755107586181302,0.6734997560134174,0.9833212440804926,0.6681616971351667,0.6004273290519757,0.1994267018182552,0.4975660833887259,Medium
0.44473038620786254,0.4152944474026071,0.4756251319837717,0.4489455495361284,0.7390711186160037,0.9602679425512773,0.4640925957783944,0.4191599418766989,0.1548426816202274,Medium
0.9921321619603104,0.5311505454100482,0.7732184016367831,0.6734445743669397,0.8775097795431623,0.5060015136363413,0.5433070962421642,0.3585150924886735,0.1829229259620847,Medium
0.8633468615779945,0.8297260539820446,0.7946409089150966,0.7528319630799586,0.45946350188121443,0.7764074378591745,0.9695687030535902,0.36667730841039115,0.3650475666926015,High
0.5192294089205034,0.6635701016527561,0.72700519195564,0.632150215039869,0.7411869996164835,0.870331790533313,0.583059812091716,0.31024697594491896,0.432437166716503,Medium
0.4033132702741615,0.44341689190549877,0.5190351759495537,0.3913893915730232,0.6753934618468778,0.7425089937620206,0.5013155736202212,0.1378838706727257,0.6231724245321872,Low
0.8892768570729005,0.9144810547064286,0.489767377634846,0.5926141267295959,0.6825200960983576,0.5427015150813608,0.6764036749929959,0.11608654126007244,0.07442841843851566,Medium
0.8241144063085704,0.9157072984660704,0.7183677978918921,0.8394568770749613,0.7460259676301773,0.9862306950139511,0.5842526460161492,0.9889501507624284,0.5036917612374446,High
0.8374043008245924,0.9094048975322049,0.906266943528184,0.7541581783200008,0.6602873385032788,0.7590052156880489,0.4210955501627165,0.4849958203622762,0.18262513025310112,High
0.8627622080115674,0.4671573479670775,0.9627136102463769,0.7698754947421689,0.5432498954421328,0.8070931221595057,0.5938871303676504,0.4458939824437135,0.5739751750317419,High
0.44442679104045424,0.6158675409266916,0.3741340630826303,0.520312441890923,0.4207381555044375,0.6183048913537537,0.7264651743636812,0.7116825544237628,0.6374046122611835,Medium
0.6150794371265635,0.9894927592986125,0.40838002881840385,0.61919048146327,0.8148650647305618,0.7417490425534019,0.7310274232119802,0.29642849907855773,0.5567092565528539,Medium
0.4695214357150779,0.8404087334169932,0.9613153811481556,0.7309739167710761,0.38101794400254896,0.7145747459791609,0.6139353527061332,0.9549650655552028,0.7382955104783077,High
0.9178620555253562,0.3190171948578919,0.8155746598343547,0.7482075997555375,0.7538834449235314,0.5374479210009919,0.6683816537515603,0.8077105129739969,0.3356092442409013,High
0.7739788760965347,0.3456432138823444,0.9180956773808411,0.6177839648164126,0.3866662581194613,0.5530801767737337,0.9793107509408598,0.18046990208103358,0.7651065916331309,Medium
0.5985388149115896,0.624751963768633,0.44184284389474016,0.5440899249119361,0.7002641359635631,0.9187362598093873,0.626409086338187,0.4758226982064355,0.43276708170819367,Medium
0.4381350101716142,0.936454144103092,0.7113101097765813,0.7840605335060377,0.7976626137032232,0.6199099761032951,0.5549360879559898,0.8912064768059482,0.4841844983225968,High
0.5865893930293973,0.6770912585669,0.7907977160922315,0.7442035486268742,0.3749711111252314,0.5974791357493152,0.546080226440056,0.9502588200622692,0.6481021272610714,High
0.5951099932160482,0.6484687556240032,0.7760783198128809,0.5606808141116049,0.24795464068904663,0.7524557256250697,0.6746587676224804,0.5206613601248827,0.01835838399922396,Medium
0.8377637070028385,0.3738315899696414,0.5857061836066886,0.6731008762363075,0.3047789943953393,0.8843735656812565,0.8557120892301664,0.6520702502896369,0.6539942214202483,Medium
0.7825344828131279,0.7597460733070058,0.31077642418391593,0.5020033527520071,0.6847975738168204,0.530973259289494,0.5235929105130839,0.2503305514828677,0.6185851490721154,Medium
0.932327645545796,0.8754722124201577,0.7080482397629841,0.7580063822433212,0.8795571249805885,0.7884039598191279,0.8255776762844609,0.9920517635232788,0.3098471167532799,High
0.6833289550971695,0.5662940052552936,0.4771710774257261,0.4696753623216017,0.23599745698833952,0.5596052214202867,0.4126898940096498,0.3085045312450991,0.08579428489948948,Medium
0.471756547562981,0.8429282956477291,0.6151779723000232,0.6234980267299497,0.787321007233317,0.5182305254128092,0.6513597867903675,0.948458596721613,0.09093544991304114,Medium
0.827946872333797,0.975133657730568,0.970306710558672,0.8075767278776167,0.47305491676004174,0.5263719760811088,0.865519039121672,0.6846819840931316,0.9232237469852286,High
0.8564710291701385,0.44263652138938236,0.5793247223497042,0.5942249667649796,0.582822695935618,0.9170820541042206,0.6032397734646588,0.6469631153909732,0.6892793212258371,Medium
0.7367663185416977,0.6663307418363189,0.8878611246650987,0.7896223764527541,0.9430876398764525,0.5589862418140308,0.7382422608672397,0.5614196599148578,0.1271026137707404,High
0.8625803079727365,0.5009965706592029,0.4319784240244758,0.5059786205883502,0.4655772037886764,0.522575682206146,0.5229875396955465,0.3076028305459828,0.35672316930890635,Medium
0.6962773578186345,0.8549980933236876,0.7707223486175201,0.5658206991670303,0.5722695471515888,0.7189499435714561,0.8451972346757034,0.25887522880495745,0.5924829939015964,Medium
0.7136396976291964,0.7043153561168103,0.9839048681072604,0.7082545438522081,0.2109459318085449,0.9219967359710124,0.4313674619612558,0.2984375881631578,0.8355717050906487,High
0.6565246110151297,0.7442076922852126,0.37132517061105574,0.3897880470779118,0.26527897600387074,0.631204188244651,0.9115255869253002,0.2677944359298291,0.04366092871300853,Low
0.4152514760464571,0.8585399117311259,0.3058239595590344,0.5391444235421741,0.40687327290782727,0.7108563087629582,0.5189178318530009,0.801626026210078,0.23663313147000886,Medium
0.4647348561959827,0.5771793308637183,0.6035079548428299,0.4823163689525882,0.22228179265685954,0.5199612662818756,0.9246388190249984,0.41511273325005715,0.88974899029538,Medium
0.4188575114120406,0.9405630478849303,0.36483783813595705,0.39108268879966984,0.7051002608386008,0.7245392570674379,0.6115175447803104,0.15205840890705674,0.009165550183816484,Low
0.7818462467582683,0.6731202070722979,0.8238690447733619,0.8490335064194612,0.541118685441298,0.7888065403185669,0.833610144684692,0.9721923671267302,0.2013991027938874,High
0.588613588645796,0.4105683759847436,0.9401840646939912,0.7992708390829841,0.6385161621824176,0.7854535268760724,0.5915351786717131,0.8954072964670832,0.959024175972966,High
0.7051424146988217,0.7871293827181617,0.6038146808961311,0.7958325144948398,0.3397177487170636,0.6662133460871826,0.9435470027407885,0.9349770548756917,0.6134018465221711,High
0.9445398843556558,0.8552829453067781,0.48109814950880864,0.7331985937847831,0.4367456235492929,0.6577665903315677,0.47598227531102466,0.9954170403817918,0.26167136663750645,High
0.549575337489325,0.5217331739472686,0.6040823233046269,0.51487474494405,0.7310595798821802,0.5533118094682989,0.5071118735635592,0.2565057242975386,0.0669910943958476,Medium
0.6462297538213778,0.900025479899127,0.8064134724950007,0.6771638149603005,0.9722421789043199,0.6833991603231342,0.6958180750952814,0.4566178170123929,0.028191340447222157,Medium
0.8533306831258292,0.9343002783360363,0.3063379131062597,0.6104924093257534,0.24033341888176737,0.5497473344364823,0.4491630634228877,0.7824146281336821,0.24474507963692727,Medium
0.5372788992949735,0.4938331411644662,0.712617792639288,0.6813290412369845,0.9123074566842129,0.8832979723560258,0.5175881108210572,0.726418556248413,0.8814858195889105,Medium
0.44618794589727584,0.9884650309006553,0.7293041794211653,0.5794398811394859,0.6615049610489667,0.983137148874093,0.9662598293272087,0.23850631570586955,0.4159136542975095,Medium
0.5738508717482609,0.39849806963413087,0.7463817728271548,0.6160800032254953,0.651135653404499,0.9850372283333535,0.9858937966887323,0.8342498124915559,0.720333369165993,Medium
0.49673277235240265,0.44141096788174294,0.46941545598661405,0.4611546556219862,0.6002228281662083,0.9325355496876969,0.6257555975982532,0.3019965146529946,0.9182850353799578,Medium
0.9578185914055438,0.42895738746661827,0.7998369063646886,0.66846375552486,0.25551526872334673,0.8003960746698096,0.9539716126083614,0.30143585334036077,0.4080404616028166,Medium
0.8848722277386502,0.9257927970055093,0.36397404043224346,0.558695025072836,0.27190148138892856,0.8504328486219399,0.726894805404059,0.5832769806040722,0.19127737103739706,Medium
0.7800422539062541,0.7580047866274733,0.43948923552676056,0.5419510496166983,0.6807296045272688,0.642602901340207,0.5618454795242602,0.6336459413575328,0.5171179308569195,Medium
0.9228763541126306,0.406472998255591,0.9142290326581373,0.8392263908569793,0.4727668571484467,0.8153852100863104,0.8214392326483593,0.62207758705403,0.9080836870598544,High
0.8822032461394687,0.6082263928578442,0.8171062055085965,0.6798650512612548,0.9338144532621446,0.7278247747199387,0.7953410839449143,0.1823381536579794,0.8043744141377006,Medium
0.5119420353316215,0.7307086175488614,0.30962188780794164,0.570738953167381,0.5252724298875778,0.7410086698884663,0.99347519146524,0.8897147763673423,0.06582984336315378,Medium
0.9355353990939866,0.3584248594925683,0.47386338225886016,0.4603927919541238,0.3146251669621129,0.878888280187579,0.55902837244557,0.3390400383298355,0.6925728000775818,Medium
0.7236053451493905,0.917691457885137,0.4500845380952152,0.4858204574392143,0.7717750668016288,0.6409591777986259,0.8032357015970413,0.21656342915452376,0.5718975224589538,Medium
0.8844640930984375,0.8625224748090745,0.48956442962588076,0.7678853037880085,0.4346827371528079,0.6590198058472599,0.43121425301766814,0.8998732718820794,0.9074631763464255,High
0.937654779954096,0.6536447415036467,0.47329183919592044,0.7198804514599902,0.6203762458847146,0.9623208955643183,0.46818762321803165,0.960086348406778,0.12248141685029723,High
0.5908020849831184,0.9769886306814193,0.343768407019992,0.5856584457251934,0.7582662284041362,0.5281121474254862,0.402351024970656,0.8759148555389056,0.5340361132046566,Medium
0.46603115471660606,0.5924326854925698,0.6212583616177743,0.6985098893130026,0.9202112889616563,0.7428171492066702,0.9996764086358039,0.8285644672523903,0.8794626935118923,Medium
0.536761097525165,0.9888772233255485,0.8129134323503155,0.7082250381381533,0.833752955841341,0.9564004002039308,0.8813642182884867,0.6897177825751195,0.410023786741743,High
0.6562646731757538,0.7675439991625389,0.7247122073022054,0.766297800165167,0.7410888542981793,0.8051815039090785,0.8720338088401245,0.5957716335482254,0.48199491773286707,High
0.8908088595534959,0.744269891277759,0.7710101680186559,0.7071314771243592,0.743706545916115,0.773203537106066,0.7058356451729078,0.17828808392026912,0.0704606776669583,High
0.916438349953806,0.41616842670704945,0.3568044249753674,0.5201983290320598,0.9567397152256694,0.6248720896146776,0.580040249743264,0.4676078917636288,0.2781436404489108,Medium
0.40417127831871447,0.9173494308132508,0.966043497123751,0.6344767191483502,0.43665927799722887,0.6716377445322241,0.4907585706776056,0.43541966531108256,0.32450664916894734,Medium
0.7064483815465394,0.5992427815444306,0.8869442836901174,0.5027671210999927,0.20088967535694993,0.9260242079023464,0.5708048433078782,0.3337784053842936,0.9451224487448869,Medium
0.6504466018892674,0.4135633840477355,0.8635632229469639,0.6395405928502298,0.41756364751855896,0.7796090658842291,0.6255827331574835,0.7510781023197265,0.28266736054115904,Medium
0.5332646862824382,0.30882526398303134,0.8760886635292371,0.5751700056293381,0.3743131037013952,0.75737109687839,0.8537860581881764,0.5462881615708938,0.460868735269652,Medium
0.4719192204002097,0.6918289785468678,0.952897355692933,0.6197389691274999,0.7294676680911987,0.5497898567700145,0.7237970733418915,0.17294159431688316,0.6713044235642798,Medium
0.6025691028421768,0.6691797354858734,0.6809777762795883,0.5416765238188039,0.7069692798124232,0.5080140782275615,0.44649017593328966,0.29816488175483025,0.1621833724078774,Medium
0.9657458223475115,0.803547535658411,0.4401974125073381,0.593318785442515,0.674769106163779,0.9818425943435245,0.4108174053753474,0.7149328872936364,0.4864423871418745,Medium
0.5939217592124532,0.9231806371124613,0.7317485254967788,0.5290053438540991,0.21299475456756298,0.6884930836434209,0.4613993077204379,0.16851777354127018,0.7385390394759076,Medium
0.7112743730460196,0.35558460925012064,0.8200170455675573,0.7780737981151487,0.783022443560518,0.8016065310497522,0.6462992282184277,0.8660862226438918,0.866855213027066,High
0.8218113753371068,0.8120475432382537,0.8165421753478177,0.7650937308477967,0.45882432998839323,0.5398575365936424,0.959915750229411,0.5456318743125769,0.6262592746624267,High
0.6181777614275764,0.43118836086830753,0.6650143169168161,0.5133821791453254,0.732044791205305,0.8415571428615233,0.782441488725533,0.5325279195939833,0.6690535153169479,Medium
0.9830692496325764,0.9007239372100146,0.34792110353350464,0.636655121544795,0.6452627428017227,0.9662833543529805,0.8810955399253091,0.6331670061935658,0.12628347258456896,Medium
0.9774683769652668,0.8733444597031592,0.5597790569010894,0.6778374446155814,0.4741847403423258,0.7878326264987099,0.6798247567027291,0.8422128693326343,0.9457764972463472,Medium
0.5510693774952184,0.678555628489881,0.9445366259243502,0.7032337972365771,0.30766101368328624,0.5630576611877053,0.6169996499170257,0.4130282871119738,0.13257407748448236,High
0.6983491035354312,0.797169959036318,0.7091142368301981,0.7213665217326696,0.27553511812838477,0.7908607637367384,0.46504022362997366,0.7102145373031572,0.7746729371817983,High
0.5805269858900618,0.5200450792286239,0.6768323602789994,0.6019282857714296,0.8652146664897788,0.8831736065523261,0.925559813311723,0.6091587675962119,0.2648163217783188,Medium
0.5709042966264806,0.6298175292529702,0.48819746006753545,0.48504152649642973,0.9347180336652465,0.7032082682870093,0.8698960174167417,0.3403254431524792,0.9335931437012516,Medium
0.4221321684127197,0.8751458283973301,0.5579142439416052,0.6278744611053377,0.7198304374114397,0.9399188739707339,0.5008708585586351,0.8907669877196421,0.7199595393694795,Medium
0.7657386003879381,0.6214856380212497,0.9267422624072184,0.680942442357938,0.2827472918883867,0.8243414766786823,0.7073563383257564,0.8176834194462352,0.753813712978369,Medium
0.701607413937317,0.5504587857278092,0.7665241332687849,0.7143032123876605,0.5216217735105926,0.9496244591446013,0.692424884752747,0.6926066511925829,0.21905917305988332,High
0.4308872507499936,0.64594871307521,0.851170918726633,0.7293311193258414,0.7831513600841258,0.8117526556236686,0.7750549316119172,0.8655235561848177,0.4430399766351608,High
0.5671878785419668,0.8797744767060529,0.6180417961473585,0.7759580435550633,0.8238567072080545,0.5656439860024121,0.9677121363947567,0.8805647808638222,0.6178131945892864,High
0.9449595315799922,0.5346456331596109,0.7411730536193105,0.6834501354059913,0.2945748978328709,0.6548458555525946,0.7478628650574878,0.7375266790435313,0.7699736182066009,Medium
0.5437371344001835,0.42163311519502067,0.4738685261202452,0.5453443207681281,0.20002457507630594,0.6008974741262285,0.7241303600671711,0.8533119955273049,0.10395937591238957,Medium
0.48693692325473387,0.7984098142315466,0.7938225811984403,0.6216662552904526,0.769709636704484,0.9544132488584312,0.4301937597607984,0.7277243155023553,0.9623653164545284,Medium
0.6936716561665378,0.8781847488956571,0.5993209335923361,0.6102833496715347,0.48527694078896455,0.8802000336437413,0.43774448561081436,0.7121266945842704,0.890220670554556,Medium
0.9913902724663605,0.37044623496647333,0.6097818603703219,0.5996344464190716,0.40358506529460825,0.838199184455003,0.5124080747960733,0.6567502403936659,0.27034859049558435,Medium
0.5452331629069003,0.4679118789291613,0.7545256272038171,0.695571739780757,0.21031797583162037,0.6504831598158108,0.419482463015049,0.7774449756018771,0.822760243032332,Medium
0.8032813284435272,0.3993803928326957,0.9553964350282487,0.6346686766227944,0.6322395254091997,0.5920223860251068,0.8460117373420075,0.24274459476376634,0.5183239230398234,Medium
0.8569717691972305,0.5435589881075166,0.3448044426260346,0.6615824511631577,0.8809205883407853,0.878225543994456,0.8339981823963779,0.8927836832790356,0.46180648156201864,Medium
0.5425825263954398,0.6152456852337889,0.8773202661429054,0.7516167433859235,0.9661053170180705,0.7370789729395398,0.4816337406589858,0.8846591749707088,0.3144341058114054,High
0.8369298091671158,0.8241784358743145,0.5046681772885352,0.47225720790236714,0.6525959604906314,0.6128947760753145,0.9016473404771685,0.12632255473110324,0.5809685866315925,Medium
0.620669879631552,0.7558033094171719,0.6107436181544644,0.6710903550955586,0.6115690621919154,0.8083109890826375,0.49287162090766723,0.8432350755082864,0.7298891177035978,Medium
0.7793834983561476,0.7346499972349018,0.31533933014250626,0.4660988747487922,0.2680451083913929,0.520166926069226,0.5807053521984153,0.21598288072610067,0.41093290496275825,Medium
0.7801178264565368,0.546662462626758,0.5107322544840192,0.4888840922410741,0.6390982412340798,0.6630851270641267,0.549386139496819,0.4016069688332278,0.6292191930082921,Medium
0.7214648104448551,0.8890132871593319,0.6518418698410913,0.7504523185672741,0.5039832631723158,0.7342784972955674,0.6233842591438287,0.769157430662447,0.6993129211553037,High
0.454173862032645,0.6299010171787152,0.3393232541432073,0.35319826782354957,0.6857082247068615,0.573979167054703,0.5527982595339771,0.2446839064434774,0.7111218170152859,Low
0.9011814973535428,0.985373456610608,0.6437670105682156,0.7492030646620071,0.5109810783012374,0.9923272387954198,0.6933705558630712,0.836170321707156,0.05196609813118025,High
